num_farmers,farmer_id,farmer_shapley,actual_area,avg_shapley,core_stable,blocking_probability,is_convex,convexity_violation_rate,aggregator_profit,roi,total_project_profit,run_id,fpo_id
2,F00118,5951.365688851725,2.2,5951.365688851725,True,0.0,True,0.0,5485.8,9.143,18286.0,0,FPO_B
2,F00200,5951.365688851725,2.2,5951.365688851725,True,0.0,True,0.0,5485.8,9.143,18286.0,0,FPO_B
3,F00118,14627.400590895259,9.379999999999999,30853.093539766443,True,0.0,False,0.027777777777777776,22111.8,14.452156862745099,73706.0,0,FPO_B
3,F00200,16708.226995733487,9.379999999999999,30853.093539766443,True,0.0,False,0.027777777777777776,22111.8,14.452156862745099,73706.0,0,FPO_B
3,F00159,61223.653032670576,9.379999999999999,30853.093539766443,True,0.0,False,0.027777777777777776,22111.8,14.452156862745099,73706.0,0,FPO_B
4,F00118,16079.786878442168,10.94,31604.23673353472,True,0.0,False,0.051470588235294115,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00200,19051.835702952714,10.94,31604.23673353472,True,0.0,False,0.051470588235294115,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00159,68549.18532614839,10.94,31604.23673353472,True,0.0,False,0.051470588235294115,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00178,22736.139026595596,10.94,31604.23673353472,True,0.0,False,0.051470588235294115,26677.2,13.680615384615384,88924.0,0,FPO_B
5,F00118,17490.78405490818,12.53,33265.89407088242,True,0.0,False,0.06439393939393939,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00200,21038.637589018246,12.53,33265.89407088242,True,0.0,False,0.06439393939393939,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00159,74399.18017377584,12.53,33265.89407088242,True,0.0,False,0.06439393939393939,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00178,25383.208456231303,12.53,33265.89407088242,True,0.0,False,0.06439393939393939,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00015,28017.66008047855,12.53,33265.89407088242,True,0.0,False,0.06439393939393939,32176.199999999997,15.322,107254.0,0,FPO_B
6,F00118,19230.905147008943,15.27,37116.64249646261,True,0.0,False,0.05144230769230769,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00200,23218.842286781455,15.27,37116.64249646261,True,0.0,False,0.05144230769230769,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00159,79894.38682387359,15.27,37116.64249646261,True,0.0,False,0.05144230769230769,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00178,28052.05878764537,15.27,37116.64249646261,True,0.0,False,0.05144230769230769,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00015,30964.896065869238,15.27,37116.64249646261,True,0.0,False,0.05144230769230769,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00240,41338.765867597096,15.27,37116.64249646261,True,0.0,False,0.05144230769230769,40155.6,17.16051282051282,133852.0,0,FPO_B
7,F00118,21226.19863956627,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00200,25580.54459906774,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00159,85235.71392940929,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00178,30810.91157544948,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00015,33946.19909920228,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00240,44891.46371863158,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00175,51509.36728562268,19.95,41885.77126384991,True,0.0,False,0.026526162790697673,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
8,F00118,21696.225601635273,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00200,26378.660319509396,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00159,88028.33201832665,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00178,32100.574126235762,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00015,35481.710836212405,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00240,46989.11242978804,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00175,53729.686348945615,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00049,25906.3298955009,22.05,41288.828947019254,True,0.0,False,0.014,51285.0,8.633838383838384,170950.0,0,FPO_B
9,F00118,22340.625634399777,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00200,27744.528975372126,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00159,92706.43817100838,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00178,33432.405233580874,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00015,36890.86541568843,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00240,49386.318529200566,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00175,56556.324238741974,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00049,26860.28102812666,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00004,36896.08562985471,24.12,42534.87476177483,True,0.0,True,0.006,56742.0,9.006666666666666,189140.0,0,FPO_B
10,F00118,25216.612786774956,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00200,30017.396462022727,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00159,98159.89040587188,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00178,36905.764804011975,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00015,39953.164633698674,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00240,52444.54845682863,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00175,60409.95832824097,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00049,29952.540324011763,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00004,40245.96294537131,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00013,86541.00343405112,30.67,49984.684258088404,True,0.0,True,0.002,71221.8,9.850871369294605,237406.0,0,FPO_B
11,F00118,24935.474093111978,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00200,30460.718043467565,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00159,100339.9500675796,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00178,37078.72695324911,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00015,40840.02901995509,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00240,53327.524472419704,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00175,62099.71523049746,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00049,30450.410499247206,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00004,41155.22871060268,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00013,88567.55917427914,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
11,F00242,18880.498468188718,31.220000000000002,48012.34861205439,True,0.0,True,0.007,72256.8,9.830857142857143,240856.0,0,FPO_B
12,F00118,26611.230036724653,40.81,53593.302972165395,True,0.0,True,0.002,84692.4,9.80236111111111,282308.0,0,FPO_B
