num_farmers,farmer_id,farmer_shapley,actual_area,avg_shapley,core_stable,blocking_probability,is_convex,convexity_violation_rate,aggregator_profit,roi,total_project_profit,run_id,fpo_id
2,F00118,1444.1193794306469,2.2,1444.1193794306469,True,0.0,True,0.0,5485.8,9.143,18286.0,0,FPO_B
2,F00200,1444.1193794306469,2.2,1444.1193794306469,True,0.0,True,0.0,5485.8,9.143,18286.0,0,FPO_B
3,F00118,6741.793709408711,9.379999999999999,16030.316811379103,True,0.0,False,0.027777777777777776,22111.8,14.452156862745099,73706.0,0,FPO_B
3,F00200,7849.0051419565325,9.379999999999999,16030.316811379103,True,0.0,False,0.027777777777777776,22111.8,14.452156862745099,73706.0,0,FPO_B
3,F00159,33500.151582772065,9.379999999999999,16030.316811379103,True,0.0,False,0.027777777777777776,22111.8,14.452156862745099,73706.0,0,FPO_B
4,F00118,6937.480002805929,10.94,15681.020752446888,True,0.0,False,0.08823529411764706,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00200,8436.233114282712,10.94,15681.020752446888,True,0.0,False,0.08823529411764706,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00159,36670.180062403764,10.94,15681.020752446888,True,0.0,False,0.08823529411764706,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00178,10680.189830295147,10.94,15681.020752446888,True,0.0,False,0.08823529411764706,26677.2,13.680615384615384,88924.0,0,FPO_B
5,F00118,7237.327839534598,12.53,15909.156212291273,True,0.0,False,0.18181818181818182,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00200,8948.993831521864,12.53,15909.156212291273,True,0.0,False,0.18181818181818182,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00159,38655.01705058242,12.53,15909.156212291273,True,0.0,False,0.18181818181818182,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00178,11498.442053720266,12.53,15909.156212291273,True,0.0,False,0.18181818181818182,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00015,13206.000286097222,12.53,15909.156212291273,True,0.0,False,0.18181818181818182,32176.199999999997,15.322,107254.0,0,FPO_B
6,F00118,7718.337643407002,15.27,17201.72712508897,True,0.0,False,0.2783653846153846,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00200,9571.63930042621,15.27,17201.72712508897,True,0.0,False,0.2783653846153846,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00159,40307.28624773055,15.27,17201.72712508897,True,0.0,False,0.2783653846153846,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00178,12317.959770227713,15.27,17201.72712508897,True,0.0,False,0.2783653846153846,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00015,14153.249424569653,15.27,17201.72712508897,True,0.0,False,0.2783653846153846,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00240,19141.89036417269,15.27,17201.72712508897,True,0.0,False,0.2783653846153846,40155.6,17.16051282051282,133852.0,0,FPO_B
7,F00118,8157.662847297977,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00200,10117.078647019858,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00159,41662.357123961374,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00178,13006.076202019884,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00015,14932.421344797282,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00240,20185.41645479654,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00175,21489.483444240264,19.95,18507.2137234476,True,0.0,False,0.29554263565891475,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
8,F00118,8128.0636453233965,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00200,10033.230616793655,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00159,42069.16025071074,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00178,13116.16148482301,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00015,15411.67774138282,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00240,20920.764016225698,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00175,21894.73804338522,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00049,9171.046402612887,22.05,17593.105275157177,True,0.0,False,0.122,51285.0,8.633838383838384,170950.0,0,FPO_B
9,F00118,8224.79772416594,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00200,10378.250159965872,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00159,43322.778175292755,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00178,13323.53449553077,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00015,15576.256091104038,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00240,21284.57640959864,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00175,22842.021265219126,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00049,9285.130987749386,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00004,15379.628955767223,24.12,17735.219362710417,True,0.0,False,0.096,56742.0,9.006666666666666,189140.0,0,FPO_B
10,F00118,8730.296965374499,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00200,10989.42213175805,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00159,44091.550383251975,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00178,14137.611497909054,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00015,16403.164370405393,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00240,22232.06173329702,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00175,23693.83380797462,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00049,9949.624212056113,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00004,16230.367458631099,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
10,F00013,38704.30554683865,30.67,20516.223810749645,True,0.0,False,0.068,71221.8,9.850871369294605,237406.0,0,FPO_B
