area_threshold,num_farmers,actual_area,avg_shapley,core_stable,farmer_shapley_values,avg_payoff_per_acre_small,avg_payoff_per_acre_medium,avg_payoff_per_acre_large,aggregator_profit,roi,total_project_profit,commission,mrv_fixed,mrv_var,run_id
10,16,10.700000000000001,1498.5287500000006,False,"[{'F00223': 821.6639918275332}, {'F00142': 125.42540907820123}, {'F00067': 1325.0391171473061}, {'F00010': 1134.6606536232807}, {'F00087': 1180.138208850347}, {'F00118': 2256.318387692963}, {'F00160': -841.2009386362422}, {'F00061': 2820.12036409233}, {'F00076': 2361.6459758497604}, {'F00023': 1912.467605996556}, {'F00120': 90.1281600619991}, {'F00168': 2873.096877280337}, {'F00020': 2059.638355681547}, {'F00011': 3352.4580635861885}, {'F00121': -573.2941647747564}, {'F00110': 3078.153932642659}]",2240.7906542056085,0.0,0.0,4231.14,0.5657769112892227,28207.600000000006,0.15,5000.0,0.1,0
25,27,26.23,1753.5987821721492,False,"[{'F00223': 838.2032214393657}, {'F00142': 95.32571716592793}, {'F00067': 1347.461949435041}, {'F00010': 1135.8200470948188}, {'F00087': 1280.5783229333244}, {'F00118': 2448.2779999120326}, {'F00160': -992.2422425510781}, {'F00061': 3130.546053219524}, {'F00076': 2484.40620272051}, {'F00023': 1916.2619527296276}, {'F00120': 35.27016907906769}, {'F00168': 2957.5894357502943}, {'F00020': 2170.996675611108}, {'F00011': 3252.872608631623}, {'F00121': -658.8066292886671}, {'F00110': 3063.0616917740567}, {'F00177': 6152.958697711702}, {'F00083': 5527.810161447744}, {'F00220': 721.5628346367566}, {'F00155': -1546.0383781529777}, {'F00057': 2211.297115914789}, {'F00149': 3703.4533403781415}, {'F00141': -632.1791659411729}, {'F00017': -1676.7137938779395}, {'F00173': 2773.6489857200545}, {'F00198': 2090.826065410459}, {'F00178': 3514.9180797438976}]",1805.0769012065587,0.0,0.0,8355.382432702592,0.4339237206100907,55702.54955135062,0.15,5000.0,0.1,0
50,40,51.35999999999999,2454.8516499303546,False,"[{'F00223': 861.9984182082034}, {'F00142': 76.46338597877985}, {'F00067': 1391.9650797021563}, {'F00010': 1174.1708894461606}, {'F00087': 1269.7621054255708}, {'F00118': 2448.931182462433}, {'F00160': -1002.8257333786859}, {'F00061': 3130.037057547491}, {'F00076': 2497.4022530854913}, {'F00023': 1963.054277555494}, {'F00120': 16.299601138074216}, {'F00168': 3075.8668330634605}, {'F00020': 2187.1046788551175}, {'F00011': 3543.7566556037305}, {'F00121': -710.5639000819476}, {'F00110': 3182.7349586481537}, {'F00177': 6218.763435542992}, {'F00083': 5663.680407281965}, {'F00220': 711.9157396567848}, {'F00155': -1626.1151466791334}, {'F00057': 2266.4333837515596}, {'F00149': 3841.0549542644903}, {'F00141': -694.6605643058209}, {'F00017': -1801.0232647725766}, {'F00173': 2766.8809768780197}, {'F00198': 2183.433055399227}, {'F00178': 3492.5817935784767}, {'F00039': 3007.8537418484884}, {'F00201': 1693.254438620154}, {'F00232': 6615.078916892215}, {'F00007': -216.32273669040674}, {'F00029': 2389.7916323905533}, {'F00238': 3129.212212185806}, {'F00032': 3999.720633668694}, {'F00133': 4111.08843730735}, {'F00113': 346.71378990943526}, {'F00182': 11953.775529373195}, {'F00169': 4131.1321457147005}, {'F00234': 328.95067576409645}, {'F00213': 8574.714066374247}]",1911.8782320329865,0.0,0.0,17328.364587743683,0.47142859184738606,115522.43058495788,0.15,5000.0,0.1,0
100,59,103.08000000000001,4375.0631716666385,False,"[{'F00223': 835.9993645658673}, {'F00142': 54.09598303995019}, {'F00067': 1398.2403381119232}, {'F00010': 1191.1666774718537}, {'F00087': 1296.4139871494658}, {'F00118': 2431.654632063713}, {'F00160': -1031.786599336245}, {'F00061': 3173.0032196212096}, {'F00076': 2568.545965099851}, {'F00023': 2016.3647784858551}, {'F00120': 4.498053616942007}, {'F00168': 3123.8211474983905}, {'F00020': 2247.410514827676}, {'F00011': 3510.3856707431287}, {'F00121': -713.5630025335685}, {'F00110': 3194.0696650925315}, {'F00177': 6264.293162786033}, {'F00083': 5640.5640421567105}, {'F00220': 709.7348005165861}, {'F00155': -1691.9197616155777}, {'F00057': 2272.468002529394}, {'F00149': 3920.3630012018757}, {'F00141': -726.0119588916464}, {'F00017': -1803.1351631810292}, {'F00173': 2759.692955534179}, {'F00198': 2164.2103526438377}, {'F00178': 3612.262391779295}, {'F00039': 3104.8977152642997}, {'F00201': 1644.2461502122758}, {'F00232': 6676.982233216397}, {'F00007': -237.58352272266632}, {'F00029': 2374.5594365476527}, {'F00238': 3195.2820893532476}, {'F00032': 4015.4166731074965}, {'F00133': 4149.568976994318}, {'F00113': 337.8698768751388}, {'F00182': 12121.095541992225}, {'F00169': 4126.022486063331}, {'F00234': 334.3116940990816}, {'F00213': 8697.650965678433}, {'F00105': 3089.14114883352}, {'F00116': 8915.47233778622}, {'F00066': 8605.325937945468}, {'F00068': 4902.737148718702}, {'F00019': 11730.447002164694}, {'F00186': -543.5382892338719}, {'F00217': 4441.271728252223}, {'F00237': 8374.03883449508}, {'F00069': 16920.834943390273}, {'F00080': 5078.434677581638}, {'F00016': 7108.348766882392}, {'F00026': 15733.596833190986}, {'F00143': 3739.8744690184667}, {'F00119': 4533.251755867899}, {'F00094': -4491.995534279685}, {'F00202': 21385.24566904426}, {'F00171': 18398.629528572128}, {'F00187': 14074.211164279523}, {'F00031': 7170.236468162305}]",2150.0597650056516,3068.7752583746187,0.0,45552.12831676441,0.6197301051589016,303680.85544509604,0.15,5000.0,0.1,0
150,73,152.7,5687.526919512555,False,"[{'F00223': 858.633066529106}, {'F00142': 71.55754150122264}, {'F00067': 1423.5662206220593}, {'F00010': 1206.3946520170412}, {'F00087': 1274.7955044260682}, {'F00118': 2449.547481474652}, {'F00160': -1069.0516057087343}, {'F00061': 3138.67692212549}, {'F00076': 2557.0081845069017}, {'F00023': 2027.2876549535567}, {'F00120': -7.653909391414924}, {'F00168': 3054.952927216896}, {'F00020': 2210.086416571386}, {'F00011': 3565.6362527954166}, {'F00121': -724.6489543941658}, {'F00110': 3266.407016530969}, {'F00177': 6365.833433589482}, {'F00083': 5743.03456516813}, {'F00220': 714.3266831660916}, {'F00155': -1748.828775775523}, {'F00057': 2293.062697987581}, {'F00149': 3830.4814551420213}, {'F00141': -727.3858268223868}, {'F00017': -1886.0749089392855}, {'F00173': 2765.090260128783}, {'F00198': 2254.068186742866}, {'F00178': 3664.17459698149}, {'F00039': 3060.9932122949667}, {'F00201': 1674.4769239393918}, {'F00232': 6691.135285542456}, {'F00007': -249.44590494226873}, {'F00029': 2374.467135526571}, {'F00238': 3216.8043877493765}, {'F00032': 3967.881461816896}, {'F00133': 4204.309756411319}, {'F00113': 343.0689389771105}, {'F00182': 12134.824068451719}, {'F00169': 4178.100946081857}, {'F00234': 323.24389181573974}, {'F00213': 8681.708899601736}, {'F00105': 3142.7887922441655}, {'F00116': 8928.97716520434}, {'F00066': 8583.73280693065}, {'F00068': 4913.66265093956}, {'F00019': 11707.146166782324}, {'F00186': -530.6192790341038}, {'F00217': 4407.738939687904}, {'F00237': 8447.232279431377}, {'F00069': 17030.456830043087}, {'F00080': 5009.247853718162}, {'F00016': 7100.942376594554}, {'F00026': 15814.730633047317}, {'F00143': 3747.083027971915}, {'F00119': 4570.273575827884}, {'F00094': -4658.769059873276}, {'F00202': 21473.947506522}, {'F00171': 18431.79715335178}, {'F00187': 14087.078220647632}, {'F00031': 7243.338258055051}, {'F00225': 11468.55599925741}, {'F00043': 6801.98963365965}, {'F00214': 19097.528252070624}, {'F00197': 7741.8218082698795}, {'F00102': 9584.66312992882}, {'F00098': 13091.785694134998}, {'F00115': 9556.756699079397}, {'F00112': 7076.870934833145}, {'F00218': 8963.501119865256}, {'F00241': 14255.945258532523}, {'F00127': 9272.416890384273}, {'F00181': 11735.305986440722}, {'F00034': 18975.237860373905}, {'F00239': 8943.753217080985}]",2153.888781760278,3119.6486938993044,0.0,73268.7291396029,0.662434934729053,488458.1942640194,0.15,5000.0,0.1,0
200,84,200.88,7219.350083133912,False,"[{'F00223': 864.5175887699464}, {'F00142': 50.37828945587423}, {'F00067': 1430.2753471045457}, {'F00010': 1175.0545291811256}, {'F00087': 1253.5307901492358}, {'F00118': 2443.15267704077}, {'F00160': -1088.9855188937413}, {'F00061': 3198.753000158503}, {'F00076': 2589.4072348685177}, {'F00023': 1966.7365459698394}, {'F00120': -11.32407099131725}, {'F00168': 3120.755192142676}, {'F00020': 2205.781622253466}, {'F00011': 3560.439914385227}, {'F00121': -735.730959005787}, {'F00110': 3243.8045376069263}, {'F00177': 6319.734693634478}, {'F00083': 5785.470904765002}, {'F00220': 721.500163733621}, {'F00155': -1736.569683440257}, {'F00057': 2261.4646161965848}, {'F00149': 3885.6644293483655}, {'F00141': -742.4027165971606}, {'F00017': -1889.0302518443193}, {'F00173': 2806.9592332709935}, {'F00198': 2243.5863754273614}, {'F00178': 3633.8416630504494}, {'F00039': 3053.2227460158356}, {'F00201': 1674.931100254383}, {'F00232': 6619.022886188011}, {'F00007': -264.0477953446848}, {'F00029': 2419.7990839612394}, {'F00238': 3257.9708892979233}, {'F00032': 4043.8700013556936}, {'F00133': 4160.839094434111}, {'F00113': 339.16264349371346}, {'F00182': 12131.93046925818}, {'F00169': 4261.561210353783}, {'F00234': 336.875465422851}, {'F00213': 8665.533441908497}, {'F00105': 3094.1935922219945}, {'F00116': 8958.733296861354}, {'F00066': 8666.384409681736}, {'F00068': 4929.995172222003}, {'F00019': 11594.69572768353}, {'F00186': -535.3402288360397}, {'F00217': 4517.512526466219}, {'F00237': 8411.73579843864}, {'F00069': 17071.67287847232}, {'F00080': 5081.72339240898}, {'F00016': 7141.2332545290965}, {'F00026': 15763.840099540223}, {'F00143': 3782.6982337513605}, {'F00119': 4569.89438711538}, {'F00094': -4601.931304740066}, {'F00202': 21536.679821670186}, {'F00171': 18526.3726510814}, {'F00187': 14134.647210351864}, {'F00031': 7230.377524678911}, {'F00225': 11461.379249385516}, {'F00043': 6692.432958488898}, {'F00214': 19117.832938785046}, {'F00197': 7830.956833044254}, {'F00102': 9497.032734675831}, {'F00098': 13127.30099910286}, {'F00115': 9559.14579974648}, {'F00112': 6963.818377617223}, {'F00218': 9018.190470419151}, {'F00241': 14269.034053421994}, {'F00127': 9215.213257935997}, {'F00181': 11741.625310197689}, {'F00034': 18903.49287545243}, {'F00239': 8928.21082722574}, {'F00109': 12823.81485682311}, {'F00248': 24846.35124932493}, {'F00025': 4610.600132974901}, {'F00074': 10497.593669265367}, {'F00006': 20438.9502663452}, {'F00157': 22346.676892399737}, {'F00085': 17792.210590748826}, {'F00174': 12256.051919999305}, {'F00147': 14138.374455729103}, {'F00036': 25220.170866893382}, {'F00056': 25996.389569306062}]",2154.7188568746815,3416.8833519976547,0.0,107016.24829116151,0.7559515755797064,713441.65527441,0.15,5000.0,0.1,0
250,93,251.78,8196.88199494343,False,"[{'F00223': 849.0211771374778}, {'F00142': 48.9352581009522}, {'F00067': 1401.0974793371104}, {'F00010': 1175.6256901631307}, {'F00087': 1264.7428900056987}, {'F00118': 2455.976671343347}, {'F00160': -1073.6715321717816}, {'F00061': 3173.5186160486087}, {'F00076': 2587.432091078941}, {'F00023': 2033.6067245311365}, {'F00120': -18.519851747482225}, {'F00168': 3082.592650447661}, {'F00020': 2228.6716373750373}, {'F00011': 3552.837760123263}, {'F00121': -747.0696988190102}, {'F00110': 3244.059721672806}, {'F00177': 6353.834309577947}, {'F00083': 5688.672885605516}, {'F00220': 712.4279250810806}, {'F00155': -1737.1620450469418}, {'F00057': 2263.5569410137923}, {'F00149': 3872.6063590701983}, {'F00141': -747.4161048704517}, {'F00017': -1892.4590368134286}, {'F00173': 2839.0971720948305}, {'F00198': 2245.6881527552873}, {'F00178': 3629.4151116076323}, {'F00039': 3076.9132732285593}, {'F00201': 1650.1909466350085}, {'F00232': 6695.9591484605335}, {'F00007': -270.40028908513005}, {'F00029': 2425.4831409706967}, {'F00238': 3272.8856569729396}, {'F00032': 4030.5725220556324}, {'F00133': 4217.600146713743}, {'F00113': 350.8915335468399}, {'F00182': 12153.356495882188}, {'F00169': 4199.119540931471}, {'F00234': 308.985654134056}, {'F00213': 8731.32875704085}, {'F00105': 3137.2402381004067}, {'F00116': 8844.77203576038}, {'F00066': 8591.609015123995}, {'F00068': 4994.360385314612}, {'F00019': 11699.09927343991}, {'F00186': -568.1176438782234}, {'F00217': 4385.030785000627}, {'F00237': 8388.139783181883}, {'F00069': 17056.07472293849}, {'F00080': 5052.799349676424}, {'F00016': 7135.072320987074}, {'F00026': 15848.12586206522}, {'F00143': 3698.461155775623}, {'F00119': 4613.292722863717}, {'F00094': -4605.845058627256}, {'F00202': 21478.174314828837}, {'F00171': 18514.072170161304}, {'F00187': 14160.912617360966}, {'F00031': 7189.120106036857}, {'F00225': 11462.279917997126}, {'F00043': 6713.696539536339}, {'F00214': 19054.823459584208}, {'F00197': 7859.354472583064}, {'F00102': 9556.17804953726}, {'F00098': 13117.096177587055}, {'F00115': 9538.096028400587}, {'F00112': 7076.550631637485}, {'F00218': 9084.673788806407}, {'F00241': 14274.747353682453}, {'F00127': 9317.624236139738}, {'F00181': 11796.948059994056}, {'F00034': 18905.025454734256}, {'F00239': 8876.574359014176}, {'F00109': 12821.41252461915}, {'F00248': 24865.374715696737}, {'F00025': 4582.108613374865}, {'F00074': 10446.017223529137}, {'F00006': 20400.62908797573}, {'F00157': 22433.375956403586}, {'F00085': 17873.76547940701}, {'F00174': 12240.527521504971}, {'F00147': 14152.617809815049}, {'F00036': 25198.666753438596}, {'F00056': 25989.665159127875}, {'F00195': 23317.441742892508}, {'F00126': 3728.9582718815113}, {'F00030': 18764.26212187953}, {'F00125': 18134.97631400084}, {'F00137': 12420.367620658182}, {'F00235': 15418.594239951937}, {'F00185': 17917.25316420468}, {'F00013': 17731.851085734914}, {'F00046': 28296.091956107473}]",2156.2286729270572,3463.4598351849395,2878.529451617806,134525.29862289512,0.7571766145664844,896835.3241526342,0.15,5000.0,0.1,0
10,17,10.25,1322.236093740916,False,"[{'F00058': 160.27599626807182}, {'F00078': 1136.0210666243186}, {'F00060': 415.10608679410177}, {'F00129': 1038.062391501572}, {'F00214': 1919.5993617990412}, {'F00183': 836.2394490910136}, {'F00047': 969.7009301381775}, {'F00101': 2210.9565199412827}, {'F00116': 1989.2485604128224}, {'F00030': 3708.003865004761}, {'F00018': 1309.4182802065257}, {'F00039': 1028.3387364713315}, {'F00079': -1390.5623111254026}, {'F00011': 676.0511110931105}, {'F00164': 1829.59605279319}, {'F00002': 2527.053274851692}, {'F00160': 2114.9042217299616}]",2192.976935960544,0.0,0.0,3966.7082812227504,0.5305787265005446,26444.721874818337,0.15,5000.0,0.1,1
25,27,25.409999999999997,2997.942115505482,False,"[{'F00058': 186.73592529104803}, {'F00078': 1252.1906415064368}, {'F00060': 459.7094187126779}, {'F00129': 1083.292474964403}, {'F00214': 2098.115558358989}, {'F00183': 867.3206260735698}, {'F00047': 981.7149663114193}, {'F00101': 2261.2310320649035}, {'F00116': 2078.657699085136}, {'F00030': 3933.4781572991046}, {'F00018': 1375.7226452699679}, {'F00039': 1215.150787783884}, {'F00079': -1526.1041241261398}, {'F00011': 754.9654091050277}, {'F00164': 1947.3154704055983}, {'F00002': 2684.4432467359525}, {'F00160': 2234.6209260137957}, {'F00012': 2386.0798329668746}, {'F00177': 3924.981447591224}, {'F00230': 5159.033655180812}, {'F00180': 5836.132004674154}, {'F00094': 7255.327035823661}, {'F00149': 3156.904331081977}, {'F00216': 11530.70529148099}, {'F00250': 4285.973122808477}, {'F00123': 7011.111197948693}, {'F00013': 6509.62833823538}]",3185.534715413145,0.0,0.0,14284.312432702594,0.8018503442124513,95228.74955135063,0.15,5000.0,0.1,1
50,40,52.04999999999999,4500.057899930354,False,"[{'F00058': 145.14330376244823}, {'F00078': 1238.3801790154403}, {'F00060': 450.7266907531481}, {'F00129': 1065.662543193454}, {'F00214': 2065.641597652188}, {'F00183': 851.1648758934411}, {'F00047': 980.6574889827824}, {'F00101': 2271.9555556068167}, {'F00116': 2140.9482121776064}, {'F00030': 3943.417874035527}, {'F00018': 1416.9276948095846}, {'F00039': 1163.4715438846686}, {'F00079': -1585.3072524533302}, {'F00011': 759.8605748467396}, {'F00164': 1978.7461338480439}, {'F00002': 2732.9232437927903}, {'F00160': 2290.2045635281074}, {'F00012': 2365.2535680862184}, {'F00177': 3989.4192737379985}, {'F00230': 5205.840765364085}, {'F00180': 6018.309388200938}, {'F00094': 7222.137345538691}, {'F00149': 3167.0081093877175}, {'F00216': 11546.592798840324}, {'F00250': 4490.566966129589}, {'F00123': 7140.771154054167}, {'F00013': 6619.37863338861}, {'F00020': 5699.817482214537}, {'F00165': 6317.753268945107}, {'F00098': 4833.973935604029}, {'F00068': 8472.36401647854}, {'F00185': 4641.258137000684}, {'F00150': 2893.577265460977}, {'F00038': 3531.739284449626}, {'F00089': 6451.529152150575}, {'F00067': 13123.382642775518}, {'F00229': 5844.057959964386}, {'F00070': 12316.03074807474}, {'F00010': 15741.626439607437}, {'F00016': 8459.40283843022}]",3458.2577521078615,0.0,0.0,31765.114587743672,0.854408857187767,211767.43058495782,0.15,5000.0,0.1,1
