beta,theta,coalition_size,is_convex,violation_rate
0.2,0.9,12,False,0.01
0.2,0.9,15,False,0.01
0.2,0.9,17,True,0.0
0.2,0.9,20,True,0.0
0.2,0.9,25,True,0.0
0.2,0.9,28,True,0.0
0.2,0.9,30,True,0.0
0.2,0.9,33,True,0.0
0.2,0.9,36,True,0.0
0.2,0.9,37,True,0.0
0.2,0.9,40,True,0.0
0.21000000000000002,0.7,2,True,0.0
0.21000000000000002,0.7,3,False,0.05555555555555555
0.21000000000000002,0.7,4,False,0.10294117647058823
0.21000000000000002,0.7,5,False,0.11931818181818182
0.21000000000000002,0.7,6,False,0.10432692307692308
0.21000000000000002,0.7,7,False,0.07255329457364341
0.21000000000000002,0.7,10,False,0.03
0.21000000000000002,0.7,12,False,0.01
0.21000000000000002,0.7,15,False,0.01
0.21000000000000002,0.7,17,False,0.01
0.21000000000000002,0.7,20,True,0.0
0.21000000000000002,0.7,25,True,0.0
0.21000000000000002,0.7,28,True,0.0
0.21000000000000002,0.7,30,True,0.0
0.21000000000000002,0.7,33,True,0.0
0.21000000000000002,0.7,36,True,0.0
0.21000000000000002,0.7,37,False,0.01
0.21000000000000002,0.7,40,True,0.0
0.21000000000000002,0.71,2,True,0.0
0.21000000000000002,0.71,3,False,0.05555555555555555
0.21000000000000002,0.71,4,False,0.09558823529411764
0.21000000000000002,0.71,5,False,0.11363636363636363
0.21000000000000002,0.71,6,False,0.09423076923076923
0.21000000000000002,0.71,7,False,0.06649709302325581
0.21000000000000002,0.71,10,False,0.03
0.21000000000000002,0.71,12,False,0.03
0.21000000000000002,0.71,15,True,0.0
0.21000000000000002,0.71,17,False,0.01
0.21000000000000002,0.71,20,True,0.0
0.21000000000000002,0.71,25,True,0.0
0.21000000000000002,0.71,28,True,0.0
0.21000000000000002,0.71,30,True,0.0
0.21000000000000002,0.71,33,True,0.0
0.21000000000000002,0.71,36,True,0.0
0.21000000000000002,0.71,37,True,0.0
0.21000000000000002,0.71,40,True,0.0
0.21000000000000002,0.72,2,True,0.0
0.21000000000000002,0.72,3,False,0.05555555555555555
0.21000000000000002,0.72,4,False,0.09558823529411764
0.21000000000000002,0.72,5,False,0.10037878787878787
0.21000000000000002,0.72,6,False,0.08701923076923077
0.21000000000000002,0.72,7,False,0.062136627906976744
0.21000000000000002,0.72,10,False,0.02
0.21000000000000002,0.72,12,True,0.0
0.21000000000000002,0.72,15,False,0.01
0.21000000000000002,0.72,17,True,0.0
0.21000000000000002,0.72,20,True,0.0
0.21000000000000002,0.72,25,True,0.0
0.21000000000000002,0.72,28,True,0.0
0.21000000000000002,0.72,30,True,0.0
0.21000000000000002,0.72,33,True,0.0
0.21000000000000002,0.72,36,True,0.0
0.21000000000000002,0.72,37,True,0.0
0.21000000000000002,0.72,40,False,0.01
0.21000000000000002,0.73,2,True,0.0
0.21000000000000002,0.73,3,False,0.05555555555555555
0.21000000000000002,0.73,4,False,0.08823529411764706
0.21000000000000002,0.73,5,False,0.08901515151515152
0.21000000000000002,0.73,6,False,0.07692307692307693
0.21000000000000002,0.73,7,False,0.056443798449612406
0.21000000000000002,0.73,10,False,0.01
0.21000000000000002,0.73,12,False,0.01
0.21000000000000002,0.73,15,False,0.03
0.21000000000000002,0.73,17,True,0.0
0.21000000000000002,0.73,20,False,0.01
0.21000000000000002,0.73,25,True,0.0
0.21000000000000002,0.73,28,True,0.0
0.21000000000000002,0.73,30,True,0.0
0.21000000000000002,0.73,33,True,0.0
0.21000000000000002,0.73,36,True,0.0
0.21000000000000002,0.73,37,True,0.0
0.21000000000000002,0.73,40,True,0.0
0.21000000000000002,0.74,2,True,0.0
0.21000000000000002,0.74,3,False,0.05555555555555555
0.21000000000000002,0.74,4,False,0.08823529411764706
0.21000000000000002,0.74,5,False,0.08333333333333333
0.21000000000000002,0.74,6,False,0.07307692307692308
0.21000000000000002,0.74,7,False,0.052931201550387594
0.21000000000000002,0.74,10,False,0.01
0.21000000000000002,0.74,12,False,0.01
0.21000000000000002,0.74,15,False,0.01
0.21000000000000002,0.74,17,True,0.0
0.21000000000000002,0.74,20,False,0.01
0.21000000000000002,0.74,25,True,0.0
0.21000000000000002,0.74,28,True,0.0
0.21000000000000002,0.74,30,False,0.01
0.21000000000000002,0.74,33,True,0.0
0.21000000000000002,0.74,36,True,0.0
0.21000000000000002,0.74,37,True,0.0
0.21000000000000002,0.74,40,True,0.0
0.21000000000000002,0.75,2,True,0.0
0.21000000000000002,0.75,3,False,0.05555555555555555
0.21000000000000002,0.75,4,False,0.08823529411764706
0.21000000000000002,0.75,5,False,0.07765151515151515
0.21000000000000002,0.75,6,False,0.06826923076923076
0.21000000000000002,0.75,7,False,0.048207364341085274
0.21000000000000002,0.75,10,False,0.03
0.21000000000000002,0.75,12,False,0.01
0.21000000000000002,0.75,15,False,0.01
0.21000000000000002,0.75,17,True,0.0
0.21000000000000002,0.75,20,False,0.01
0.21000000000000002,0.75,25,True,0.0
0.21000000000000002,0.75,28,True,0.0
0.21000000000000002,0.75,30,True,0.0
0.21000000000000002,0.75,33,True,0.0
0.21000000000000002,0.75,36,True,0.0
0.21000000000000002,0.75,37,True,0.0
0.21000000000000002,0.75,40,True,0.0
0.21000000000000002,0.76,2,True,0.0
0.21000000000000002,0.76,3,False,0.05555555555555555
0.21000000000000002,0.76,4,False,0.08823529411764706
0.21000000000000002,0.76,5,False,0.07765151515151515
0.21000000000000002,0.76,6,False,0.06442307692307692
0.21000000000000002,0.76,7,False,0.044937015503875966
0.21000000000000002,0.76,10,True,0.0
0.21000000000000002,0.76,12,True,0.0
0.21000000000000002,0.76,15,True,0.0
0.21000000000000002,0.76,17,True,0.0
0.21000000000000002,0.76,20,False,0.01
0.21000000000000002,0.76,25,True,0.0
0.21000000000000002,0.76,28,True,0.0
0.21000000000000002,0.76,30,True,0.0
0.21000000000000002,0.76,33,True,0.0
0.21000000000000002,0.76,36,True,0.0
0.21000000000000002,0.76,37,False,0.01
0.21000000000000002,0.76,40,True,0.0
0.21000000000000002,0.77,2,True,0.0
0.21000000000000002,0.77,3,False,0.027777777777777776
0.21000000000000002,0.77,4,False,0.08088235294117647
0.21000000000000002,0.77,5,False,0.07007575757575757
0.21000000000000002,0.77,6,False,0.05913461538461538
0.21000000000000002,0.77,7,False,0.041666666666666664
0.21000000000000002,0.77,10,True,0.0
0.21000000000000002,0.77,12,True,0.0
0.21000000000000002,0.77,15,False,0.01
0.21000000000000002,0.77,17,False,0.01
0.21000000000000002,0.77,20,True,0.0
0.21000000000000002,0.77,25,True,0.0
0.21000000000000002,0.77,28,True,0.0
0.21000000000000002,0.77,30,True,0.0
0.21000000000000002,0.77,33,True,0.0
0.21000000000000002,0.77,36,True,0.0
0.21000000000000002,0.77,37,True,0.0
0.21000000000000002,0.77,40,True,0.0
0.21000000000000002,0.78,2,True,0.0
0.21000000000000002,0.78,3,False,0.027777777777777776
0.21000000000000002,0.78,4,False,0.08088235294117647
0.21000000000000002,0.78,5,False,0.0625
0.21000000000000002,0.78,6,False,0.05576923076923077
0.21000000000000002,0.78,7,False,0.039123062015503876
0.21000000000000002,0.78,10,False,0.01
0.21000000000000002,0.78,12,False,0.02
0.21000000000000002,0.78,15,True,0.0
0.21000000000000002,0.78,17,False,0.03
0.21000000000000002,0.78,20,False,0.01
0.21000000000000002,0.78,25,True,0.0
0.21000000000000002,0.78,28,True,0.0
0.21000000000000002,0.78,30,True,0.0
0.21000000000000002,0.78,33,True,0.0
0.21000000000000002,0.78,36,True,0.0
0.21000000000000002,0.78,37,True,0.0
0.21000000000000002,0.78,40,True,0.0
0.21000000000000002,0.79,2,True,0.0
0.21000000000000002,0.79,3,False,0.027777777777777776
0.21000000000000002,0.79,4,False,0.08088235294117647
0.21000000000000002,0.79,5,False,0.058712121212121215
0.21000000000000002,0.79,6,False,0.052884615384615384
0.21000000000000002,0.79,7,False,0.03657945736434109
0.21000000000000002,0.79,10,True,0.0
0.21000000000000002,0.79,12,False,0.01
0.21000000000000002,0.79,15,False,0.01
0.21000000000000002,0.79,17,True,0.0
0.21000000000000002,0.79,20,True,0.0
0.21000000000000002,0.79,25,True,0.0
0.21000000000000002,0.79,28,True,0.0
0.21000000000000002,0.79,30,True,0.0
0.21000000000000002,0.79,33,True,0.0
0.21000000000000002,0.79,36,True,0.0
0.21000000000000002,0.79,37,True,0.0
0.21000000000000002,0.79,40,True,0.0
0.21000000000000002,0.8,2,True,0.0
0.21000000000000002,0.8,3,False,0.027777777777777776
0.21000000000000002,0.8,4,False,0.08088235294117647
0.21000000000000002,0.8,5,False,0.058712121212121215
0.21000000000000002,0.8,6,False,0.05144230769230769
0.21000000000000002,0.8,7,False,0.03343023255813953
0.21000000000000002,0.8,10,False,0.01
0.21000000000000002,0.8,12,False,0.01
0.21000000000000002,0.8,15,True,0.0
0.21000000000000002,0.8,17,True,0.0
0.21000000000000002,0.8,20,True,0.0
0.21000000000000002,0.8,25,False,0.01
0.21000000000000002,0.8,28,True,0.0
0.21000000000000002,0.8,30,True,0.0
0.21000000000000002,0.8,33,True,0.0
0.21000000000000002,0.8,36,True,0.0
0.21000000000000002,0.8,37,True,0.0
0.21000000000000002,0.8,40,True,0.0
0.21000000000000002,0.81,2,True,0.0
0.21000000000000002,0.81,3,False,0.027777777777777776
0.21000000000000002,0.81,4,False,0.08088235294117647
0.21000000000000002,0.81,5,False,0.056818181818181816
0.21000000000000002,0.81,6,False,0.05
0.21000000000000002,0.81,7,False,0.03064437984496124
0.21000000000000002,0.81,10,True,0.0
0.21000000000000002,0.81,12,False,0.01
0.21000000000000002,0.81,15,True,0.0
0.21000000000000002,0.81,17,True,0.0
0.21000000000000002,0.81,20,True,0.0
0.21000000000000002,0.81,25,True,0.0
0.21000000000000002,0.81,28,True,0.0
0.21000000000000002,0.81,30,True,0.0
0.21000000000000002,0.81,33,True,0.0
0.21000000000000002,0.81,36,True,0.0
0.21000000000000002,0.81,37,True,0.0
0.21000000000000002,0.81,40,True,0.0
0.21000000000000002,0.8200000000000001,2,True,0.0
0.21000000000000002,0.8200000000000001,3,False,0.027777777777777776
0.21000000000000002,0.8200000000000001,4,False,0.07352941176470588
0.21000000000000002,0.8200000000000001,5,False,0.04734848484848485
0.21000000000000002,0.8200000000000001,6,False,0.046634615384615385
0.21000000000000002,0.8200000000000001,7,False,0.028221899224806203
0.21000000000000002,0.8200000000000001,10,False,0.01
0.21000000000000002,0.8200000000000001,12,False,0.01
0.21000000000000002,0.8200000000000001,15,True,0.0
0.21000000000000002,0.8200000000000001,17,False,0.01
0.21000000000000002,0.8200000000000001,20,True,0.0
0.21000000000000002,0.8200000000000001,25,True,0.0
0.21000000000000002,0.8200000000000001,28,True,0.0
0.21000000000000002,0.8200000000000001,30,False,0.01
0.21000000000000002,0.8200000000000001,33,True,0.0
0.21000000000000002,0.8200000000000001,36,True,0.0
0.21000000000000002,0.8200000000000001,37,True,0.0
0.21000000000000002,0.8200000000000001,40,True,0.0
0.21000000000000002,0.8300000000000001,2,True,0.0
0.21000000000000002,0.8300000000000001,3,False,0.027777777777777776
0.21000000000000002,0.8300000000000001,4,False,0.07352941176470588
0.21000000000000002,0.8300000000000001,5,False,0.04734848484848485
0.21000000000000002,0.8300000000000001,6,False,0.04326923076923077
0.21000000000000002,0.8300000000000001,7,False,0.025920542635658916
0.21000000000000002,0.8300000000000001,10,True,0.0
0.21000000000000002,0.8300000000000001,12,False,0.01
0.21000000000000002,0.8300000000000001,15,False,0.01
0.21000000000000002,0.8300000000000001,17,True,0.0
0.21000000000000002,0.8300000000000001,20,True,0.0
0.21000000000000002,0.8300000000000001,25,True,0.0
0.21000000000000002,0.8300000000000001,28,True,0.0
0.21000000000000002,0.8300000000000001,30,True,0.0
0.21000000000000002,0.8300000000000001,33,True,0.0
0.21000000000000002,0.8300000000000001,36,True,0.0
0.21000000000000002,0.8300000000000001,37,True,0.0
0.21000000000000002,0.8300000000000001,40,True,0.0
0.21000000000000002,0.84,2,True,0.0
0.21000000000000002,0.84,3,False,0.027777777777777776
0.21000000000000002,0.84,4,False,0.0661764705882353
0.21000000000000002,0.84,5,False,0.041666666666666664
0.21000000000000002,0.84,6,False,0.03798076923076923
0.21000000000000002,0.84,7,False,0.023861434108527133
0.21000000000000002,0.84,10,False,0.01
0.21000000000000002,0.84,12,True,0.0
0.21000000000000002,0.84,15,True,0.0
0.21000000000000002,0.84,17,True,0.0
0.21000000000000002,0.84,20,True,0.0
0.21000000000000002,0.84,25,True,0.0
0.21000000000000002,0.84,28,True,0.0
0.21000000000000002,0.84,30,True,0.0
0.21000000000000002,0.84,33,True,0.0
0.21000000000000002,0.84,36,True,0.0
0.21000000000000002,0.84,37,True,0.0
0.21000000000000002,0.84,40,True,0.0
0.21000000000000002,0.85,2,True,0.0
0.21000000000000002,0.85,3,False,0.027777777777777776
0.21000000000000002,0.85,4,False,0.058823529411764705
0.21000000000000002,0.85,5,False,0.03787878787878788
0.21000000000000002,0.85,6,False,0.035096153846153846
0.21000000000000002,0.85,7,False,0.02252906976744186
0.21000000000000002,0.85,10,False,0.01
0.21000000000000002,0.85,12,True,0.0
0.21000000000000002,0.85,15,True,0.0
0.21000000000000002,0.85,17,True,0.0
0.21000000000000002,0.85,20,True,0.0
0.21000000000000002,0.85,25,True,0.0
0.21000000000000002,0.85,28,True,0.0
0.21000000000000002,0.85,30,False,0.01
0.21000000000000002,0.85,33,True,0.0
0.21000000000000002,0.85,36,True,0.0
0.21000000000000002,0.85,37,True,0.0
0.21000000000000002,0.85,40,True,0.0
0.21000000000000002,0.86,2,True,0.0
0.21000000000000002,0.86,3,False,0.027777777777777776
0.21000000000000002,0.86,4,False,0.058823529411764705
0.21000000000000002,0.86,5,False,0.03787878787878788
0.21000000000000002,0.86,6,False,0.03461538461538462
0.21000000000000002,0.86,7,False,0.02046996124031008
0.21000000000000002,0.86,10,True,0.0
0.21000000000000002,0.86,12,True,0.0
0.21000000000000002,0.86,15,True,0.0
0.21000000000000002,0.86,17,False,0.01
0.21000000000000002,0.86,20,True,0.0
0.21000000000000002,0.86,25,True,0.0
0.21000000000000002,0.86,28,True,0.0
0.21000000000000002,0.86,30,True,0.0
0.21000000000000002,0.86,33,True,0.0
0.21000000000000002,0.86,36,True,0.0
0.21000000000000002,0.86,37,True,0.0
0.21000000000000002,0.86,40,True,0.0
0.21000000000000002,0.87,2,True,0.0
0.21000000000000002,0.87,3,False,0.027777777777777776
0.21000000000000002,0.87,4,False,0.051470588235294115
0.21000000000000002,0.87,5,False,0.030303030303030304
0.21000000000000002,0.87,6,False,0.03173076923076923
0.21000000000000002,0.87,7,False,0.019258720930232558
0.21000000000000002,0.87,10,True,0.0
