num_farmers,farmer_id,farmer_shapley,actual_area,avg_shapley,core_stable,blocking_probability,is_convex,convexity_violation_rate,aggregator_profit,roi,total_project_profit,run_id,fpo_id
2,F00118,77256.18449190239,2.2,85062.58449190238,True,0.0,True,0.0,5485.8,9.143,18286.0,0,FPO_B
2,F00200,92868.98449190237,2.2,85062.58449190238,True,0.0,True,0.0,5485.8,9.143,18286.0,0,FPO_B
3,F00118,274589.1260246285,9.379999999999999,396807.70912348223,True,0.0,True,0.0,22111.8,14.452156862745099,73706.0,0,FPO_B
3,F00200,302321.2878920996,9.379999999999999,396807.70912348223,True,0.0,True,0.0,22111.8,14.452156862745099,73706.0,0,FPO_B
3,F00159,613512.7134537186,9.379999999999999,396807.70912348223,True,0.0,True,0.0,22111.8,14.452156862745099,73706.0,0,FPO_B
4,F00118,368210.64388998976,10.94,519599.2817494087,True,0.0,True,0.0,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00200,408718.9505067722,10.94,519599.2817494087,True,0.0,True,0.0,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00159,851387.7673185883,10.94,519599.2817494087,True,0.0,True,0.0,26677.2,13.680615384615384,88924.0,0,FPO_B
4,F00178,450079.7652822845,10.94,519599.2817494087,True,0.0,True,0.0,26677.2,13.680615384615384,88924.0,0,FPO_B
5,F00118,473850.040988139,12.53,661698.3057948722,True,0.0,True,0.0,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00200,527999.6659312962,12.53,661698.3057948722,True,0.0,True,0.0,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00159,1112855.9272331304,12.53,661698.3057948722,True,0.0,True,0.0,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00178,582549.1312111872,12.53,661698.3057948722,True,0.0,True,0.0,32176.199999999997,15.322,107254.0,0,FPO_B
5,F00015,611236.7636106083,12.53,661698.3057948722,True,0.0,True,0.0,32176.199999999997,15.322,107254.0,0,FPO_B
6,F00118,614434.384849082,15.27,863308.5288823083,True,0.0,True,0.0,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00200,683027.5750270854,15.27,863308.5288823083,True,0.0,True,0.0,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00159,1419163.3835805345,15.27,863308.5288823083,True,0.0,True,0.0,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00178,751609.0322618147,15.27,863308.5288823083,True,0.0,True,0.0,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00015,787541.9415529405,15.27,863308.5288823083,True,0.0,True,0.0,40155.6,17.16051282051282,133852.0,0,FPO_B
6,F00240,924074.8560223927,15.27,863308.5288823083,True,0.0,True,0.0,40155.6,17.16051282051282,133852.0,0,FPO_B
7,F00118,793588.6146165524,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00200,877350.9207653436,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00159,1772731.7707699786,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00178,960703.2123995699,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00015,1004262.8923937569,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00240,1170337.4756623313,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
7,F00175,1332195.4726016629,19.95,1130167.194172742,True,0.0,True,0.0,48583.80000000001,10.31503184713376,161946.00000000003,0,FPO_B
8,F00118,894953.8236309296,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00200,986372.0260549985,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00159,2040905.645719385,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00178,1104201.813645003,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00015,1156279.9986570154,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00240,1346885.837442521,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00175,1530523.1866554483,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
8,F00049,1021826.083790875,22.05,1260243.551949522,True,0.0,False,0.018,51285.0,8.633838383838384,170950.0,0,FPO_B
9,F00118,1039008.4917358053,24.12,1436114.8523503188,True,0.0,False,0.036,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00200,1151662.141474407,24.12,1436114.8523503188,True,0.0,False,0.036,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00159,2350041.5451332172,24.12,1436114.8523503188,True,0.0,False,0.036,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00178,1254471.5802976713,24.12,1436114.8523503188,True,0.0,False,0.036,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00015,1285844.8301964868,24.12,1436114.8523503188,True,0.0,False,0.036,56742.0,9.006666666666666,189140.0,0,FPO_B
9,F00240,1533754.0736308978,24.12,1436114.8523503188,True,0.0,False,0.036,56742.0,9.006666666666666,189140.0,0,FPO_B
